id,velocity,batteryLevel,orientation,timestamp
1,3.0999997,99.945045,73.11609,1764725348868
5,3.0999997,99.945045,71.748474,1764725348868
3,3.0999997,99.945045,90.0,1764725348868
4,3.0999997,99.945045,294.84723,1764725348868
10,3.0999997,99.945045,162.66919,1764725348868
7,3.0999997,99.945045,258.42578,1764725348868
6,3.0999997,99.945045,224.47388,1764725348868
8,3.0999997,99.945045,87.329315,1764725348868
9,3.0999997,99.945045,270.0,1764725348868
2,3.0999997,99.945045,225.81592,1764725348868
1,3.3999996,99.935394,73.11603,1764725349369
5,3.3999996,99.935394,71.748566,1764725349369
3,3.3999996,99.935394,90.0,1764725349369
4,3.3999996,99.935394,294.84747,1764725349369
10,3.3999996,99.935394,162.66986,1764725349369
7,3.3999996,99.935394,258.42572,1764725349369
6,3.3999996,99.935394,224.47455,1764725349369
8,3.3999996,99.935394,87.32938,1764725349369
9,3.3999996,99.935394,270.0,1764725349369
2,3.3999996,99.935394,225.81616,1764725349369
1,3.6999996,99.92529,73.11603,1764725349870
5,3.6999996,99.92529,71.74841,1764725349870
3,3.6999996,99.92529,90.0,1764725349870
4,3.6999996,99.92529,294.8474,1764725349870
10,3.6999996,99.92529,162.66974,1764725349870
7,3.6999996,99.92529,258.42566,1764725349870
6,3.6999996,99.92529,224.47424,1764725349870
8,3.6999996,99.92529,87.329346,1764725349870
9,3.6999996,99.92529,270.0,1764725349870
2,3.6999996,99.92529,225.81635,1764725349870
1,3.9999995,99.91474,73.11603,1764725350372
5,3.9999995,99.91474,71.748474,1764725350372
3,3.9999995,99.91474,90.0,1764725350372
4,3.9999995,99.91474,294.8474,1764725350372
10,3.9999995,99.91474,162.6698,1764725350372
7,3.9999995,99.91474,258.42566,1764725350372
6,3.9999995,99.91474,224.4748,1764725350372
8,3.9999995,99.91474,87.329346,1764725350372
9,3.9999995,99.91474,270.0,1764725350372
2,3.9999995,99.91474,225.81616,1764725350372
1,4.2999997,99.90374,73.11606,1764725350872
5,4.2999997,99.90374,71.74835,1764725350872
3,4.2999997,99.90374,90.0,1764725350872
4,4.2999997,99.90374,294.8474,1764725350872
10,4.2999997,99.90374,162.66968,1764725350872
7,4.2999997,99.90374,258.42572,1764725350872
6,4.2999997,99.90374,224.47449,1764725350872
8,4.2999997,99.90374,87.329346,1764725350872
9,4.2999997,99.90374,270.0,1764725350872
2,4.2999997,99.90374,225.81628,1764725350872
1,4.6,99.89229,73.11606,1764725351373
5,4.6,99.89229,71.74841,1764725351373
3,4.6,99.89229,90.0,1764725351373
4,4.6,99.89229,294.84735,1764725351373
10,4.6,99.89229,162.66974,1764725351373
7,4.6,99.89229,258.42566,1764725351373
6,4.6,99.89229,224.47412,1764725351373
8,4.6,99.89229,87.329346,1764725351373
9,4.6,99.89229,270.0,1764725351373
2,4.6,99.89229,225.8164,1764725351373
1,4.9,99.88039,73.11606,1764725351874
5,4.9,99.88039,71.74829,1764725351874
3,4.9,99.88039,90.0,1764725351874
4,4.9,99.88039,294.84753,1764725351874
10,4.9,99.88039,162.66968,1764725351874
7,4.9,99.88039,258.42566,1764725351874
6,4.9,99.88039,224.47455,1764725351874
8,4.9,99.88039,87.329315,1764725351874
9,4.9,99.88039,270.0,1764725351874
2,4.9,99.88039,225.81604,1764725351874
1,5.2000003,99.868034,73.11603,1764725352375
5,5.2000003,99.868034,71.74835,1764725352375
3,5.2000003,99.868034,90.0,1764725352375
4,5.2000003,99.868034,294.8473,1764725352375
10,5.2000003,99.868034,162.66968,1764725352375
7,5.2000003,99.868034,258.42566,1764725352375
6,5.2000003,99.868034,224.47437,1764725352375
8,5.2000003,99.868034,87.329346,1764725352375
9,5.2000003,99.868034,270.0,1764725352375
2,5.2000003,99.868034,225.81616,1764725352375
1,5.5000005,99.85523,73.11603,1764725352876
5,5.5000005,99.85523,71.74826,1764725352876
3,5.5000005,99.85523,90.0,1764725352876
4,5.5000005,99.85523,294.8473,1764725352876
10,5.5000005,99.85523,162.66968,1764725352876
7,5.5000005,99.85523,258.42566,1764725352876
6,5.5000005,99.85523,224.47473,1764725352876
8,5.5000005,99.85523,87.329346,1764725352876
9,5.5000005,99.85523,270.0,1764725352876
2,5.5000005,99.85523,225.81628,1764725352876
1,5.8000007,99.84198,73.11603,1764725353377
5,5.8000007,99.84198,71.74832,1764725353377
3,5.8000007,99.84198,90.0,1764725353377
4,5.8000007,99.84198,294.8474,1764725353377
10,5.8000007,99.84198,162.67004,1764725353377
7,5.8000007,99.84198,258.42566,1764725353377
6,5.8000007,99.84198,224.47437,1764725353377
8,5.8000007,99.84198,87.329346,1764725353377
9,5.8000007,99.84198,270.0,1764725353377
2,5.8000007,99.84198,225.81616,1764725353377
1,6.100001,99.82828,73.11606,1764725353878
5,6.100001,99.82828,71.74823,1764725353878
3,6.100001,99.82828,90.0,1764725353878
4,6.100001,99.82828,294.8474,1764725353878
10,6.100001,99.82828,162.66962,1764725353878
7,6.100001,99.82828,258.42566,1764725353878
6,6.100001,99.82828,224.47418,1764725353878
8,6.100001,99.82828,87.329346,1764725353878
9,6.100001,99.82828,270.0,1764725353878
2,6.100001,99.82828,225.81628,1764725353878
1,6.400001,99.814125,73.11606,1764725354379
5,6.400001,99.814125,71.74829,1764725354379
3,6.400001,99.814125,90.0,1764725354379
4,6.400001,99.814125,294.8474,1764725354379
10,6.400001,99.814125,162.66998,1764725354379
7,6.400001,99.814125,258.42566,1764725354379
6,6.400001,99.814125,224.47455,1764725354379
8,6.400001,99.814125,87.329346,1764725354379
9,6.400001,99.814125,270.0,1764725354379
2,6.400001,99.814125,225.81635,1764725354379
1,6.7000012,99.79952,73.11606,1764725354880
5,6.7000012,99.79952,71.7486,1764725354880
3,6.7000012,99.79952,90.0,1764725354880
4,6.7000012,99.79952,294.8474,1764725354880
10,6.7000012,99.79952,162.66962,1764725354880
7,6.7000012,99.79952,258.42566,1764725354880
6,6.7000012,99.79952,224.47437,1764725354880
8,6.7000012,99.79952,87.329346,1764725354880
9,6.7000012,99.79952,270.0,1764725354880
2,6.7000012,99.79952,225.81604,1764725354880
1,7.0000014,99.78447,73.11606,1764725355381
5,7.0000014,99.78447,71.74863,1764725355381
3,7.0000014,99.78447,90.0,1764725355381
4,7.0000014,99.78447,294.8474,1764725355381
10,7.0000014,99.78447,162.66992,1764725355381
7,7.0000014,99.78447,258.42566,1764725355381
6,7.0000014,99.78447,224.47467,1764725355381
8,7.0000014,99.78447,87.329346,1764725355381
9,7.0000014,99.78447,270.0,1764725355381
2,7.0000014,99.78447,225.81616,1764725355381
1,7.3000016,99.76897,73.11603,1764725355882
5,7.3000016,99.76897,71.748535,1764725355882
3,7.3000016,99.76897,90.0,1764725355882
4,7.3000016,99.76897,294.8473,1764725355882
10,7.3000016,99.76897,162.66962,1764725355882
7,7.3000016,99.76897,258.42566,1764725355882
6,7.3000016,99.76897,224.47443,1764725355882
8,7.3000016,99.76897,87.329346,1764725355882
9,7.3000016,99.76897,270.0,1764725355882
2,7.3000016,99.76897,225.81622,1764725355882
1,7.600002,99.75301,73.11606,1764725356383
5,7.600002,99.75301,71.748566,1764725356383
3,7.600002,99.75301,90.0,1764725356383
4,7.600002,99.75301,294.84735,1764725356383
10,7.600002,99.75301,162.66992,1764725356383
7,7.600002,99.75301,258.42566,1764725356383
6,7.600002,99.75301,224.47424,1764725356383
8,7.600002,99.75301,87.329346,1764725356383
9,7.600002,99.75301,270.0,1764725356383
2,7.600002,99.75301,225.81622,1764725356383
1,7.900002,99.73661,73.11606,1764725356884
5,7.900002,99.73661,71.748505,1764725356884
3,7.900002,99.73661,90.0,1764725356884
4,7.900002,99.73661,294.8474,1764725356884
10,7.900002,99.73661,162.66962,1764725356884
7,7.900002,99.73661,258.42566,1764725356884
6,7.900002,99.73661,224.47455,1764725356884
8,7.900002,99.73661,87.329346,1764725356884
9,7.900002,99.73661,270.0,1764725356884
2,7.900002,99.73661,225.81622,1764725356884
1,8.200002,99.71976,73.11606,1764725357385
5,8.200002,99.71976,71.748535,1764725357385
3,8.200002,99.71976,90.0,1764725357385
4,8.200002,99.71976,294.8474,1764725357385
10,8.200002,99.71976,162.66986,1764725357385
7,8.200002,99.71976,258.42566,1764725357385
6,8.200002,99.71976,224.47437,1764725357385
8,8.200002,99.71976,87.329346,1764725357385
9,8.200002,99.71976,270.0,1764725357385
2,8.200002,99.71976,225.81622,1764725357385
1,8.500002,99.70245,73.11606,1764725357886
5,8.500002,99.70245,71.748566,1764725357886
3,8.500002,99.70245,90.0,1764725357886
4,8.500002,99.70245,294.84735,1764725357886
10,8.500002,99.70245,162.6698,1764725357886
7,8.500002,99.70245,258.42566,1764725357886
6,8.500002,99.70245,224.47455,1764725357886
8,8.500002,99.70245,87.329346,1764725357886
9,8.500002,99.70245,270.0,1764725357886
2,8.500002,99.70245,225.81622,1764725357886
1,8.800002,99.6847,73.11606,1764725358387
5,8.800002,99.6847,71.748474,1764725358387
3,8.800002,99.6847,90.0,1764725358387
4,8.800002,99.6847,294.84735,1764725358387
10,8.800002,99.6847,162.6698,1764725358387
7,8.800002,99.6847,258.42566,1764725358387
6,8.800002,99.6847,224.47443,1764725358387
8,8.800002,99.6847,87.329346,1764725358387
9,8.800002,99.6847,270.0,1764725358387
2,8.800002,99.6847,225.81622,1764725358387
1,9.100002,99.6665,73.11606,1764725358888
5,9.100002,99.6665,71.748535,1764725358888
3,9.100002,99.6665,90.0,1764725358888
4,9.100002,99.6665,294.84735,1764725358888
10,9.100002,99.6665,162.6698,1764725358888
7,9.100002,99.6665,258.42566,1764725358888
6,9.100002,99.6665,224.4743,1764725358888
8,9.100002,99.6665,87.329346,1764725358888
9,9.100002,99.6665,270.0,1764725358888
2,9.100002,99.6665,225.81616,1764725358888
1,9.4000025,99.64785,73.11606,1764725359390
5,9.4000025,99.64785,71.748474,1764725359390
3,9.4000025,99.64785,90.0,1764725359390
4,9.4000025,99.64785,294.8474,1764725359390
10,9.4000025,99.64785,162.6698,1764725359390
7,9.4000025,99.64785,258.42566,1764725359390
6,9.4000025,99.64785,224.47455,1764725359390
8,9.4000025,99.64785,87.329346,1764725359390
9,9.4000025,99.64785,270.0,1764725359390
2,9.4000025,99.64785,225.81622,1764725359390
1,9.700003,99.62875,73.11606,1764725359903
5,9.700003,99.62875,71.748474,1764725359903
3,9.700003,99.62875,90.0,1764725359903
4,9.700003,99.62875,294.84735,1764725359903
10,9.700003,99.62875,162.6698,1764725359903
7,9.700003,99.62875,258.42566,1764725359903
6,9.700003,99.62875,224.47437,1764725359903
8,9.700003,99.62875,87.329346,1764725359903
9,9.700003,99.62875,270.0,1764725359903
2,9.700003,99.62875,225.81622,1764725359903
1,10.0,99.60921,73.11603,1764725360404
5,10.0,99.60921,71.74841,1764725360404
3,10.0,99.60921,90.0,1764725360404
4,10.0,99.60921,294.8474,1764725360404
10,10.0,99.60921,162.6698,1764725360404
7,10.0,99.60921,258.42566,1764725360404
6,10.0,99.60921,224.47455,1764725360404
8,10.0,99.60921,87.329346,1764725360404
9,10.0,99.60921,270.0,1764725360404
2,10.0,99.60921,225.81616,1764725360404
1,10.0,99.58921,73.11606,1764725360917
5,10.0,99.58921,71.74841,1764725360917
3,10.0,99.58921,90.0,1764725360917
4,10.0,99.58921,294.8474,1764725360917
10,10.0,99.58921,162.6698,1764725360917
7,10.0,99.58921,258.42566,1764725360917
6,10.0,99.58921,224.47455,1764725360917
8,10.0,99.58921,87.329346,1764725360917
9,10.0,99.58921,270.0,1764725360917
2,10.0,99.58921,225.81616,1764725360917
1,10.0,99.569214,73.11606,1764725361430
5,10.0,99.569214,71.74841,1764725361430
3,10.0,99.569214,90.0,1764725361430
4,10.0,99.569214,294.8474,1764725361430
10,10.0,99.569214,162.6698,1764725361430
7,10.0,99.569214,258.42566,1764725361430
6,10.0,99.569214,224.47461,1764725361430
8,10.0,99.569214,87.329346,1764725361430
9,10.0,99.569214,270.0,1764725361430
2,10.0,99.569214,225.81616,1764725361430
1,10.0,99.54922,73.11606,1764725361946
5,10.0,99.54922,71.74841,1764725361946
3,10.0,99.54922,90.0,1764725361946
4,10.0,99.54922,294.8474,1764725361946
10,10.0,99.54922,162.6698,1764725361946
7,10.0,99.54922,258.42566,1764725361946
6,10.0,99.54922,224.4743,1764725361946
8,10.0,99.54922,87.329346,1764725361946
9,10.0,99.54922,270.0,1764725361946
2,10.0,99.54922,225.81616,1764725361946
1,10.0,99.52922,73.11606,1764725362461
5,10.0,99.52922,71.74841,1764725362461
3,10.0,99.52922,90.0,1764725362461
4,10.0,99.52922,294.8474,1764725362461
10,10.0,99.52922,162.6698,1764725362461
7,10.0,99.52922,258.42566,1764725362461
6,10.0,99.52922,224.47461,1764725362461
8,10.0,99.52922,87.329346,1764725362461
9,10.0,99.52922,270.0,1764725362461
2,10.0,99.52922,225.81616,1764725362461
1,10.0,99.509224,73.11606,1764725362975
5,10.0,99.509224,71.74841,1764725362975
3,10.0,99.509224,90.0,1764725362975
4,10.0,99.509224,294.8474,1764725362975
10,10.0,99.509224,162.6698,1764725362975
7,10.0,99.509224,258.42566,1764725362975
6,10.0,99.509224,224.4743,1764725362975
8,10.0,99.509224,87.329346,1764725362975
9,10.0,99.509224,270.0,1764725362975
2,10.0,99.509224,225.81616,1764725362975
1,10.0,99.48923,73.11606,1764725363487
5,10.0,99.48923,71.74838,1764725363487
3,10.0,99.48923,90.0,1764725363487
4,10.0,99.48923,294.8474,1764725363487
10,10.0,99.48923,162.6698,1764725363487
7,10.0,99.48923,258.42566,1764725363487
6,10.0,99.48923,224.47461,1764725363487
8,10.0,99.48923,87.329346,1764725363487
9,10.0,99.48923,270.0,1764725363487
2,10.0,99.48923,225.81616,1764725363487
1,10.0,99.46923,73.11603,1764725363989
5,9.7,99.46923,71.74841,1764725363989
3,10.0,99.46923,90.0,1764725363989
4,10.0,99.46923,294.8474,1764725363989
10,10.0,99.46923,162.6698,1764725363989
7,10.0,99.46923,258.42566,1764725363989
6,10.0,99.46923,224.4743,1764725363989
8,10.0,99.46923,87.329346,1764725363989
9,10.0,99.46923,270.0,1764725363989
2,10.0,99.46923,225.81616,1764725363989
1,10.0,99.449234,73.11603,1764725364501
5,9.4,99.449684,71.74841,1764725364501
3,10.0,99.449234,90.0,1764725364501
4,10.0,99.449234,294.8474,1764725364501
10,10.0,99.449234,162.6698,1764725364501
7,10.0,99.449234,258.42566,1764725364501
6,10.0,99.449234,224.47461,1764725364501
8,10.0,99.449234,87.329346,1764725364501
9,10.0,99.449234,270.0,1764725364501
2,10.0,99.449234,225.81616,1764725364501
1,10.0,99.42924,73.11603,1764725365015
5,9.099999,99.43059,71.748474,1764725365015
3,10.0,99.42924,90.0,1764725365015
4,10.0,99.42924,294.8474,1764725365015
10,10.0,99.42924,162.6698,1764725365015
7,10.0,99.42924,258.42566,1764725365015
6,10.0,99.42924,224.4743,1764725365015
8,10.0,99.42924,87.329346,1764725365015
9,10.0,99.42924,270.0,1764725365015
2,10.0,99.42924,225.81616,1764725365015
1,10.0,99.40924,73.11606,1764725365527
5,8.799999,99.41194,71.74814,1764725365527
3,10.0,99.40924,90.0,1764725365527
4,10.0,99.40924,294.8474,1764725365527
10,10.0,99.40924,162.6698,1764725365527
7,10.0,99.40924,258.42566,1764725365527
6,10.0,99.40924,224.47461,1764725365527
8,10.0,99.40924,87.329346,1764725365527
9,10.0,99.40924,270.0,1764725365527
2,10.0,99.40924,225.81622,1764725365527
1,10.0,99.389244,73.11606,1764725366041
5,8.499999,99.39374,71.748474,1764725366041
3,10.0,99.389244,90.0,1764725366041
4,10.0,99.389244,294.8474,1764725366041
10,10.0,99.389244,162.6698,1764725366041
7,10.0,99.389244,258.42566,1764725366041
6,10.0,99.389244,224.4743,1764725366041
8,10.0,99.389244,87.329346,1764725366041
9,10.0,99.389244,270.0,1764725366041
2,10.0,99.389244,225.81622,1764725366041
1,10.0,99.36925,73.11606,1764725366555
5,8.199999,99.375984,71.74829,1764725366555
3,10.0,99.36925,90.0,1764725366555
4,10.0,99.36925,294.84735,1764725366555
10,10.0,99.36925,162.6698,1764725366555
7,10.0,99.36925,258.42566,1764725366555
6,10.0,99.36925,224.4743,1764725366555
8,10.0,99.36925,87.329346,1764725366555
9,10.0,99.36925,270.0,1764725366555
2,10.0,99.36925,225.81622,1764725366555
1,10.0,99.34925,73.11606,1764725367070
5,8.499999,99.35868,87.11029,1764725367070
3,10.0,99.34925,90.0,1764725367070
4,10.0,99.34925,294.84735,1764725367070
10,10.0,99.34925,162.6698,1764725367070
7,10.0,99.34925,258.42566,1764725367070
6,10.0,99.34925,224.4743,1764725367070
8,10.0,99.34925,87.329346,1764725367070
9,10.0,99.34925,270.0,1764725367070
2,10.0,99.34925,225.81622,1764725367070
1,10.0,99.329254,73.11606,1764725367585
5,8.799999,99.34093,87.11023,1764725367585
3,10.0,99.329254,90.0,1764725367585
4,10.0,99.329254,294.84735,1764725367585
10,10.0,99.329254,162.6698,1764725367585
7,10.0,99.329254,258.42566,1764725367585
6,10.0,99.329254,224.47461,1764725367585
8,10.0,99.329254,87.329346,1764725367585
9,10.0,99.329254,270.0,1764725367585
2,10.0,99.329254,225.81622,1764725367585
1,10.0,99.30926,73.11606,1764725368099
5,9.099999,99.32272,87.11023,1764725368099
3,10.0,99.30926,90.0,1764725368099
4,10.0,99.30926,294.84735,1764725368099
10,10.0,99.30926,162.6698,1764725368099
7,9.7,99.30926,258.42566,1764725368099
6,10.0,99.30926,224.4743,1764725368099
8,10.0,99.30926,87.329346,1764725368099
9,10.0,99.30926,270.0,1764725368099
2,10.0,99.30926,225.81616,1764725368099
1,10.0,99.28926,73.11606,1764725368602
5,9.4,99.30408,87.1102,1764725368602
3,10.0,99.28926,90.0,1764725368602
4,10.0,99.28926,294.84735,1764725368602
10,10.0,99.28926,162.6698,1764725368602
7,9.4,99.28971,258.42566,1764725368602
6,10.0,99.28926,224.47461,1764725368602
8,10.0,99.28926,87.329346,1764725368602
9,10.0,99.28926,270.0,1764725368602
2,10.0,99.28926,225.81616,1764725368602
1,10.0,99.269264,73.11606,1764725369115
5,9.7,99.28498,87.1102,1764725369115
3,10.0,99.269264,90.0,1764725369115
4,10.0,99.269264,294.84735,1764725369115
10,10.0,99.269264,162.6698,1764725369115
7,9.099999,99.270615,258.42566,1764725369115
6,10.0,99.269264,224.4743,1764725369115
8,10.0,99.269264,87.329346,1764725369115
9,10.0,99.269264,270.0,1764725369115
2,10.0,99.269264,225.81616,1764725369115
1,10.0,99.24927,73.11606,1764725369618
5,10.0,99.265434,87.11038,1764725369618
3,10.0,99.24927,90.0,1764725369618
4,10.0,99.24927,294.8474,1764725369618
10,10.0,99.24927,162.6698,1764725369618
7,8.799999,99.25197,258.42566,1764725369618
6,10.0,99.24927,224.47461,1764725369618
8,10.0,99.24927,87.329346,1764725369618
9,10.0,99.24927,270.0,1764725369618
2,10.0,99.24927,225.81616,1764725369618
1,10.0,99.22927,73.11606,1764725370133
5,10.0,99.24544,87.11038,1764725370133
3,10.0,99.22927,90.0,1764725370133
4,10.0,99.22927,294.8474,1764725370133
10,10.0,99.22927,162.6698,1764725370133
7,8.499999,99.233765,258.42566,1764725370133
6,10.0,99.22927,224.47461,1764725370133
8,10.0,99.22927,87.329346,1764725370133
9,10.0,99.22927,270.0,1764725370133
2,10.0,99.22927,225.81616,1764725370133
1,10.0,99.209274,73.11606,1764725370648
5,10.0,99.22544,87.11038,1764725370648
3,10.0,99.209274,90.0,1764725370648
4,10.0,99.209274,294.8474,1764725370648
10,10.0,99.209274,162.6698,1764725370648
7,8.199999,99.21601,258.42566,1764725370648
6,10.0,99.209274,224.47461,1764725370648
8,10.0,99.209274,87.329346,1764725370648
9,10.0,99.209274,270.0,1764725370648
2,10.0,99.209274,225.81616,1764725370648
1,10.0,99.18928,73.11606,1764725371151
5,10.0,99.205444,87.11017,1764725371151
3,10.0,99.18928,90.0,1764725371151
4,10.0,99.18928,294.84735,1764725371151
10,10.0,99.18928,162.6698,1764725371151
7,7.8999987,99.19871,258.42566,1764725371151
6,10.0,99.18928,224.47461,1764725371151
8,10.0,99.18928,87.329346,1764725371151
9,10.0,99.18928,270.0,1764725371151
2,10.0,99.18928,225.81616,1764725371151
1,10.0,99.16928,73.11606,1764725371653
5,10.0,99.18545,87.11038,1764725371653
3,10.0,99.16928,90.0,1764725371653
4,10.0,99.16928,294.84735,1764725371653
10,10.0,99.16928,162.6698,1764725371653
7,8.199999,99.181854,283.24146,1764725371653
6,10.0,99.16928,224.47449,1764725371653
8,10.0,99.16928,87.329346,1764725371653
9,10.0,99.16928,270.0,1764725371653
2,10.0,99.16928,225.81616,1764725371653
1,10.0,99.149284,73.11606,1764725372154
5,10.0,99.16545,87.11017,1764725372154
3,10.0,99.149284,90.0,1764725372154
4,10.0,99.149284,294.84735,1764725372154
10,10.0,99.149284,162.6698,1764725372154
7,8.499999,99.16455,283.24152,1764725372154
6,10.0,99.149284,224.47449,1764725372154
8,10.0,99.149284,87.329346,1764725372154
9,10.0,99.149284,270.0,1764725372154
2,10.0,99.149284,225.81616,1764725372154
1,10.0,99.12929,73.11606,1764725372658
5,10.0,99.145454,87.11038,1764725372658
3,10.0,99.12929,90.0,1764725372658
4,10.0,99.12929,294.84735,1764725372658
10,10.0,99.12929,162.66968,1764725372658
7,8.799999,99.1468,283.24152,1764725372658
6,10.0,99.12929,224.47449,1764725372658
8,10.0,99.12929,87.329346,1764725372658
9,10.0,99.12929,270.0,1764725372658
2,10.0,99.12929,225.81616,1764725372658
1,10.0,99.10929,73.11606,1764725373173
5,10.0,99.12546,87.11038,1764725373173
3,10.0,99.10929,90.0,1764725373173
4,10.0,99.10929,294.84735,1764725373173
10,10.0,99.10929,162.66968,1764725373173
7,9.099999,99.12859,283.24152,1764725373173
6,10.0,99.10929,224.47449,1764725373173
8,10.0,99.10929,87.329346,1764725373173
9,10.0,99.10929,270.0,1764725373173
2,10.0,99.10929,225.81616,1764725373173
1,10.0,99.089294,73.11609,1764725373687
5,10.0,99.10546,87.11017,1764725373687
3,10.0,99.089294,90.0,1764725373687
4,10.0,99.089294,294.84735,1764725373687
10,10.0,99.089294,162.66968,1764725373687
7,9.4,99.10995,283.24152,1764725373687
6,10.0,99.089294,224.47449,1764725373687
8,10.0,99.089294,87.329346,1764725373687
9,10.0,99.089294,270.0,1764725373687
2,10.0,99.089294,225.81616,1764725373687
1,10.0,99.0693,73.11606,1764725374187
5,10.0,99.085464,87.11038,1764725374187
3,10.0,99.0693,90.0,1764725374187
4,10.0,99.0693,294.84735,1764725374187
10,10.0,99.0693,162.66968,1764725374187
7,9.7,99.09085,283.24152,1764725374187
6,10.0,99.0693,224.47449,1764725374187
8,10.0,99.0693,87.329346,1764725374187
9,10.0,99.0693,270.0,1764725374187
2,10.0,99.0693,225.81616,1764725374187
1,10.0,99.0493,73.11606,1764725374701
5,10.0,99.06547,87.11017,1764725374701
3,10.0,99.0493,90.0,1764725374701
4,10.0,99.0493,294.84735,1764725374701
10,10.0,99.0493,162.66968,1764725374701
7,10.0,99.071304,283.24152,1764725374701
6,10.0,99.0493,224.47449,1764725374701
8,10.0,99.0493,87.329346,1764725374701
9,10.0,99.0493,270.0,1764725374701
2,10.0,99.0493,225.81622,1764725374701
1,10.0,99.029305,73.11606,1764725375215
5,10.0,99.04547,87.11038,1764725375215
3,10.0,99.029305,90.0,1764725375215
4,10.0,99.029305,294.84735,1764725375215
10,10.0,99.029305,162.66968,1764725375215
7,10.0,99.05131,283.24152,1764725375215
6,10.0,99.029305,224.47449,1764725375215
8,10.0,99.029305,87.329346,1764725375215
9,10.0,99.029305,270.0,1764725375215
2,10.0,99.029305,225.81622,1764725375215
1,10.0,99.00931,73.11606,1764725375728
5,10.0,99.025475,87.11017,1764725375728
3,10.0,99.00931,90.0,1764725375728
4,10.0,99.00931,294.84735,1764725375728
10,10.0,99.00931,162.66968,1764725375728
7,10.0,99.03131,283.24152,1764725375728
6,10.0,99.00931,224.47449,1764725375728
8,10.0,99.00931,87.329346,1764725375728
9,10.0,99.00931,270.0,1764725375728
2,10.0,99.00931,225.81622,1764725375728
1,10.0,98.98931,73.11606,1764725376232
5,10.0,99.00548,87.11038,1764725376232
3,10.0,98.98931,90.0,1764725376232
4,10.0,98.98931,294.84735,1764725376232
10,10.0,98.98931,162.66968,1764725376232
7,10.0,99.011314,283.24152,1764725376232
6,10.0,98.98931,224.47449,1764725376232
8,10.0,98.98931,87.329346,1764725376232
9,10.0,98.98931,270.0,1764725376232
2,10.0,98.98931,225.81622,1764725376232
1,10.0,98.969315,73.11606,1764725376734
5,10.0,98.98548,87.11017,1764725376734
3,10.0,98.969315,90.0,1764725376734
4,10.0,98.969315,294.84735,1764725376734
10,10.0,98.969315,162.66968,1764725376734
7,10.0,98.99132,283.24152,1764725376734
6,10.0,98.969315,224.47449,1764725376734
8,10.0,98.969315,87.329346,1764725376734
9,10.0,98.969315,270.0,1764725376734
2,10.0,98.969315,225.81622,1764725376734
